mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
40.646,33.44,26.325,25.06,25.001,25,25,25,0.29249,13.178,15.593,15.649,15.649,15.649,15.649,15.649,5.0965,88
40.639,33.436,26.324,25.06,25.001,25,25,25,0.24877,13.171,15.585,15.641,15.641,15.641,15.641,15.641,4.7198,88
40.636,33.434,26.324,25.06,25.001,25,25,25,0.21968,13.168,15.581,15.637,15.637,15.637,15.637,15.637,4.1957,88
40.574,33.401,26.318,25.06,25.001,25,25,25,0.26318,13.117,15.521,15.576,15.577,15.577,15.577,15.577,5.2411,88
40.584,33.406,26.319,25.06,25.001,25,25,25,0.24334,13.124,15.53,15.585,15.586,15.586,15.586,15.586,4.8322,88
40.532,33.378,26.315,25.06,25.001,25,25,25,0.27958,13.081,15.478,15.534,15.534,15.534,15.534,15.534,5.9949,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
5.2923,14.37,23.332,24.924,24.999,25,25,25,0.14232,16.595,19.637,19.708,19.708,19.708,19.708,19.708,4.4,88
5.2928,27.773,25,25,25,25,25,25,0.14233,0.14233,14.073,14.073,14.073,14.073,14.073,14.073,8.1264,88
5.2925,27.773,44.527,25,25,25,25,25,0.14233,0.14233,0.14233,16.098,16.098,16.098,16.098,16.098,12.593,88
5.2928,27.773,44.444,25,25,25,25,25,0.16615,0.16615,0.1439,16.064,16.064,16.064,16.064,16.064,12.211,88
5.2948,27.773,44.338,25,25,25,25,25,0.28292,0.28292,0.23101,16.022,16.022,16.022,16.022,16.022,12.748,88
5.294,27.773,44.361,25,25,25,25,25,0.23959,0.23959,0.18941,16.031,16.031,16.031,16.031,16.031,12.204,88
5.2934,27.773,44.367,25,25,25,25,25,0.20827,0.20827,0.16133,16.034,16.034,16.034,16.034,16.034,11.399,88
5.2932,27.773,44.353,25,25,25,25,25,0.19212,0.19212,0.14673,16.028,16.028,16.028,16.028,16.028,10.589,88
5.2934,27.773,44.324,25,25,25,25,25,0.20636,0.20636,0.156,16.016,16.016,16.016,16.016,16.016,10.516,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
34.554,30.153,25.809,25.037,25,25,25,25,0.1394,8.0457,9.5203,9.5545,9.5546,9.5546,9.5546,9.5546,3.676,88
34.555,45.718,44.346,34.425,27.533,25.384,25.033,25.002,0.13941,0.13941,8.5457,14.61,16.023,16.131,16.134,16.134,7.9678,88
34.558,45.903,44.382,34.267,27.417,25.352,25.029,25.001,0.37502,0.32481,8.7323,14.796,16.156,16.254,16.256,16.256,8.4292,88
34.557,45.966,44.394,34.212,27.378,25.341,25.028,25.001,0.30407,0.24829,8.79,14.856,16.198,16.293,16.295,16.295,8.3114,88
34.557,45.92,44.385,34.252,27.407,25.349,25.029,25.001,0.28175,0.22276,8.7437,14.81,16.165,16.263,16.265,16.265,8.1028,88
34.556,45.927,44.387,34.245,27.402,25.348,25.028,25.001,0.24513,0.18989,8.7503,14.817,16.17,16.267,16.269,16.269,7.4639,88
34.558,45.84,44.371,34.323,27.457,25.363,25.03,25.001,0.37074,0.2832,8.6683,14.734,16.112,16.213,16.216,16.216,9.2802,88
34.559,45.841,46.198,36.854,26.631,17.514,8.6649,4.4474,0.37075,0.2832,8.3896,15.543,17.749,16.619,10.933,0.37078,13.754,88
34.558,45.831,46.196,36.863,26.635,17.508,8.6603,4.4467,0.3406,0.2575,8.3787,15.532,17.743,16.612,10.924,0.34062,13.402,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
24.996,24.998,25,25,25,25,25,25,0.061251,0.061362,0.061406,0.061407,0.061407,0.061407,0.061407,0.061407,-1.3713,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,6.7848,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,11.769,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,15.794,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,19.816,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,23.902,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,27.861,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,31.929,88
25,25,25,25,25,25,25,25,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,7.1945,36.009,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
35.018,30.404,25.848,25.039,25.001,25,25,25,0.1398,8.4367,9.9829,10.019,10.019,10.019,10.019,10.019,3.7234,88
35.018,5.2035,25,25,25,25,25,25,0.13984,0.13984,15.689,15.689,15.689,15.689,15.689,15.689,8.3438,88
35.018,5.2035,10.658,25,25,25,25,25,0.13984,0.13984,0.13984,15.254,15.254,15.254,15.254,15.254,12.431,88
35.199,5.2083,10.661,25,25,25,25,25,0.31455,0.3632,0.3632,15.294,15.294,15.294,15.294,15.294,12.845,88
35.128,5.2068,10.66,25,25,25,25,25,0.25427,0.3114,0.3114,15.278,15.278,15.278,15.278,15.278,12.797,88
35.217,5.2081,10.661,25,25,25,25,25,0.28343,0.35849,0.35849,15.298,15.298,15.298,15.298,15.298,13.273,88
35.267,5.2078,10.661,25,25,25,25,25,0.26893,0.34716,0.34716,15.309,15.309,15.309,15.309,15.309,13.305,88
35.225,5.2077,10.661,25,25,25,25,25,0.26159,0.34248,0.34248,15.299,15.299,15.299,15.299,15.299,13.34,88
35.286,5.209,10.662,25,25,25,25,25,0.29231,0.38666,0.38666,15.313,15.313,15.313,15.313,15.313,14.149,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
43.408,34.929,26.558,25.071,25.001,25,25,25,0.14245,15.501,18.342,18.408,18.408,18.408,18.408,18.408,4.3317,88
43.537,34.999,26.569,25.072,25.001,25,25,25,0.22548,15.611,18.472,18.539,18.539,18.539,18.539,18.539,4.412,88
43.505,34.982,26.567,25.072,25.001,25,25,25,0.16418,15.583,18.439,18.506,18.506,18.506,18.506,18.506,3.8229,88
43.63,35.049,26.577,25.072,25.001,25,25,25,0.30937,15.69,18.566,18.632,18.632,18.632,18.632,18.632,5.4394,88
43.636,35.053,26.578,25.072,25.001,25,25,25,0.26294,15.695,18.571,18.638,18.638,18.638,18.638,18.638,5.1166,88
43.603,35.035,26.575,25.072,25.001,25,25,25,0.24832,15.667,18.538,18.605,18.605,18.605,18.605,18.605,4.9824,88
43.577,35.021,26.573,25.072,25.001,25,25,25,0.23594,15.645,18.512,18.579,18.579,18.579,18.579,18.579,4.7619,88
43.512,34.985,26.567,25.072,25.001,25,25,25,0.29243,15.59,18.448,18.514,18.514,18.514,18.514,18.514,6.2906,88
43.53,34.995,26.569,25.072,25.001,25,25,25,0.27758,15.605,18.465,18.531,18.532,18.532,18.532,18.532,6.1137,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
4.014,13.68,23.223,24.919,24.999,25,25,25,0.12624,17.672,20.911,20.986,20.986,20.986,20.986,20.986,4.4628,88
4.0153,9.4242,15.658,21.281,25.303,27.442,28.017,27.639,0.12621,0.12621,2.1553,5.758,9.7872,13.314,15.837,17.33,7.4323,88
4.0136,9.4254,14.971,20.57,26.137,31.594,36.86,41.863,0.0015055,0.0015055,0.0015055,0.039152,0.15443,0.38068,0.74853,1.2835,8.135,88
4.0136,9.4254,14.971,19.503,22.288,23.197,22.655,21.396,0.0015192,0.0015192,0.0015192,0.0015192,0.20648,0.90898,2.3078,4.3894,9.208,88
4.0136,9.4254,14.971,19.503,25.966,34.128,39.085,38.007,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,1.6154,5.531,9.8658,14.484,88
4.0136,9.4254,14.971,19.503,25.966,31.331,30.876,26.962,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,1.8194,5.7636,16.542,88
4.0136,9.4254,14.971,19.503,25.966,31.331,36.68,41.482,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,2.8849,20.772,88
4.0136,9.4254,14.971,19.503,25.966,31.331,36.68,42.58,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,0.0015188,22.722,88
4.0128,9.4402,14.938,19.55,25.923,31.357,36.672,42.666,0.18056,0.17984,0.17839,0.17715,0.17715,0.17838,0.17983,0.15643,22.363,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
43.026,34.723,26.526,25.07,25.001,25,25,25,0.1425,15.179,17.962,18.026,18.026,18.026,18.026,18.026,4.3108,88
43.022,34.721,26.526,25.07,25.001,25,25,25,0.0074312,15.176,17.958,18.022,18.022,18.022,18.022,18.022,0.97125,88
42.932,34.673,26.518,25.069,25.001,25,25,25,0.17874,15.101,17.869,17.933,17.933,17.933,17.933,17.933,3.9615,88
42.978,34.697,26.522,25.07,25.001,25,25,25,0.17369,15.139,17.914,17.978,17.978,17.978,17.978,17.978,3.6719,88
43.005,34.712,26.524,25.07,25.001,25,25,25,0.16154,15.162,17.941,18.005,18.005,18.005,18.005,18.005,3.1335,88
42.96,34.688,26.52,25.069,25.001,25,25,25,0.18546,15.124,17.896,17.961,17.961,17.961,17.961,17.961,3.4878,88
42.943,34.679,26.519,25.069,25.001,25,25,25,0.17388,15.11,17.88,17.944,17.944,17.944,17.944,17.944,2.8957,88
42.929,34.671,26.518,25.069,25.001,25,25,25,0.16526,15.098,17.866,17.93,17.93,17.93,17.93,17.93,2.2637,88
42.938,34.676,26.519,25.069,25.001,25,25,25,0.15581,15.105,17.874,17.938,17.938,17.938,17.938,17.938,1.4615,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
4.2398,13.802,23.242,24.92,24.999,25,25,25,0.12566,17.481,20.686,20.76,20.761,20.761,20.761,20.761,4.452,88
4.2398,13.802,23.242,24.921,25.082,26.812,36.546,46.405,0.12566,17.755,21.01,21.085,21.085,21.01,17.755,0.12566,8.9351,88
4.2422,13.803,23.243,24.921,25.081,26.798,36.453,46.233,0.34293,17.683,20.924,20.999,20.999,20.924,17.683,0.297,9.2756,88
4.2455,13.805,23.243,24.921,25.082,26.813,36.551,46.414,0.50807,17.763,21.016,21.092,21.092,21.016,17.762,0.41487,10.276,88
4.2438,13.804,23.243,24.921,25.082,26.817,36.576,46.461,0.43415,17.781,21.039,21.115,21.115,21.039,17.781,0.34324,10.345,88
4.243,13.804,23.243,24.921,25.082,26.814,36.558,46.428,0.39036,17.767,21.022,21.098,21.098,21.022,17.766,0.30239,10.268,88
4.2427,13.803,23.243,24.921,25.082,26.817,36.58,46.468,0.3758,17.784,21.043,21.118,21.118,21.043,17.783,0.28703,10.303,88
4.2427,13.803,23.243,24.921,25.082,26.814,36.558,46.427,0.3761,17.766,21.022,21.097,21.097,21.022,17.766,0.28432,10.476,88
4.2423,13.803,23.243,24.921,25.082,26.815,36.562,46.435,0.34953,17.769,21.025,21.101,21.101,21.025,17.769,0.26215,10.125,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
42.429,34.401,26.475,25.067,25.001,25,25,25,0.14257,14.677,17.367,17.429,17.429,17.429,17.429,17.429,4.2771,88
42.19,34.273,26.455,25.066,25.001,25,25,25,0.40836,14.481,17.134,17.195,17.195,17.195,17.195,17.195,4.9307,88
42.104,34.226,26.448,25.066,25.001,25,25,25,0.32377,14.406,17.046,17.107,17.107,17.107,17.107,17.107,5.1024,88
42.226,34.292,26.458,25.067,25.001,25,25,25,0.37295,14.51,17.168,17.23,17.23,17.23,17.23,17.23,5.9218,88
42.218,34.288,26.458,25.067,25.001,25,25,25,0.31709,14.502,17.159,17.221,17.221,17.221,17.221,17.221,5.7866,88
42.14,34.246,26.451,25.066,25.001,25,25,25,0.34711,14.437,17.082,17.144,17.144,17.144,17.144,17.144,6.5751,88
42.167,34.26,26.453,25.066,25.001,25,25,25,0.32269,14.459,17.109,17.17,17.17,17.17,17.17,17.17,6.5615,88
42.116,34.232,26.449,25.066,25.001,25,25,25,0.33461,14.416,17.058,17.119,17.119,17.119,17.119,17.119,7.1555,88
42.189,34.272,26.455,25.066,25.001,25,25,25,0.38877,14.479,17.132,17.194,17.194,17.194,17.194,17.194,8.7338,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
3.6077,13.461,23.189,24.917,24.999,25,25,25,0.12712,18.014,21.316,21.393,21.393,21.393,21.393,21.393,4.482,88
3.6078,13.461,23.189,24.918,25.064,26.431,34.119,41.905,0.12712,16.235,19.211,19.28,19.28,19.211,16.235,0.12712,8.756,88
3.6073,13.461,23.189,24.918,25.064,26.432,34.123,41.913,0.016687,16.238,19.214,19.283,19.283,19.214,16.238,0.014452,6.0822,88
3.6077,13.461,23.189,24.918,25.064,26.436,34.148,41.959,0.11305,16.255,19.234,19.304,19.304,19.234,16.255,0.092308,7.0927,88
3.6077,13.461,23.189,24.918,25.065,26.438,34.164,41.99,0.12598,16.266,19.248,19.317,19.317,19.248,16.266,0.099599,6.4553,88
3.6096,13.462,23.189,24.918,25.065,26.445,34.209,42.073,0.28581,16.298,19.285,19.354,19.354,19.285,16.297,0.22139,8.8482,88
3.6122,13.463,23.189,24.918,25.065,26.453,34.26,42.167,0.41463,16.334,19.326,19.396,19.396,19.326,16.333,0.3167,10.624,88
3.6116,13.463,23.189,24.918,25.065,26.456,34.274,42.193,0.39114,16.343,19.338,19.408,19.408,19.338,16.343,0.29569,10.544,88
3.6115,13.463,23.189,24.918,25.065,26.453,34.257,42.161,0.38493,16.331,19.324,19.393,19.393,19.324,16.331,0.28871,10.631,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
3.2078,13.245,23.155,24.916,24.999,25,25,25,0.12969,18.35,21.714,21.792,21.793,21.793,21.793,21.793,4.5005,88
3.2078,13.245,23.155,24.917,25.066,26.478,34.418,42.459,0.12969,16.627,19.674,19.745,19.745,19.674,16.627,0.12969,8.8037,88
3.2074,13.245,23.155,24.917,25.066,26.48,34.428,42.479,0.039597,16.634,19.683,19.754,19.754,19.683,16.634,0.034292,6.9945,88
3.2121,13.247,23.155,24.917,25.066,26.466,34.338,42.311,0.40898,16.574,19.61,19.681,19.681,19.61,16.573,0.33395,9.7031,88
3.2107,13.247,23.155,24.917,25.066,26.463,34.323,42.284,0.34319,16.563,19.598,19.668,19.668,19.598,16.562,0.27132,9.4978,88
3.2101,13.246,23.155,24.917,25.066,26.465,34.337,42.311,0.30854,16.572,19.609,19.68,19.68,19.609,16.572,0.239,9.1877,88
3.2096,13.246,23.155,24.917,25.066,26.464,34.329,42.294,0.28185,16.566,19.602,19.673,19.673,19.602,16.566,0.21527,8.7223,88
3.2093,13.246,23.155,24.917,25.066,26.463,34.321,42.28,0.26253,16.561,19.596,19.666,19.666,19.596,16.56,0.19846,8.1787,88
3.2105,13.247,23.155,24.917,25.066,26.468,34.351,42.336,0.33135,16.582,19.621,19.691,19.691,19.621,16.582,0.24852,9.6127,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
25,25,25,25.001,25.085,26.855,36.82,46.913,21.913,21.913,21.913,21.913,21.913,21.834,18.452,0.1285,4.506,88
25,25,25,25.001,25.085,26.864,36.877,47.019,22.02,22.02,22.02,22.02,22.02,21.941,18.542,0.18505,4.3865,88
25,25,25,25.001,25.085,26.863,36.872,47.009,22.01,22.01,22.01,22.01,22.01,21.931,18.533,0.12512,3.4529,88
25,25,25,25.001,25.086,26.875,36.944,47.143,22.145,22.145,22.145,22.145,22.145,22.065,18.648,0.31576,5.6734,88
25,25,25,25.001,25.085,26.869,36.91,47.08,22.082,22.082,22.082,22.082,22.082,22.003,18.595,0.30947,5.9379,88
25,25,25,25.001,25.085,26.866,36.888,47.04,22.042,22.042,22.042,22.042,22.042,21.963,18.561,0.29266,5.9732,88
25,25,25,25.001,25.085,26.866,36.892,47.046,22.047,22.047,22.047,22.047,22.047,21.968,18.565,0.26488,5.6272,88
25,25,25,25.001,25.085,26.863,36.868,47.002,22.004,22.004,22.004,22.004,22.004,21.925,18.529,0.27565,6.0498,88
25,25,25,25.001,25.085,26.869,36.909,47.077,22.08,22.08,22.08,22.08,22.08,22.001,18.593,0.34929,8.1274,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
25,25,25,24.999,24.933,23.526,15.607,7.5869,17.414,17.414,17.414,17.414,17.414,17.351,14.663,0.14258,4.2762,88
47.421,37.094,26.898,25.086,24.934,23.526,15.607,7.5868,0.14258,16.904,20.002,20.074,20.074,20.002,16.904,0.14258,8.8368,88
47.594,37.187,26.913,25.086,24.934,23.526,15.608,7.5889,0.30145,16.987,20.1,20.172,20.172,20.1,16.987,0.34808,9.2101,88
47.523,37.149,26.907,25.086,24.934,23.526,15.608,7.5883,0.2471,16.953,20.06,20.132,20.132,20.06,16.953,0.30263,9.1461,88
47.431,37.099,26.899,25.086,24.934,23.526,15.608,7.5891,0.28427,16.91,20.009,20.081,20.081,20.009,16.91,0.35956,9.6791,88
47.423,37.095,26.898,25.086,24.934,23.526,15.608,7.5884,0.24203,16.906,20.004,20.076,20.076,20.004,16.906,0.31245,9.278,88
47.438,37.103,26.9,25.086,24.934,23.526,15.608,7.5881,0.21693,16.912,20.012,20.084,20.084,20.012,16.913,0.28402,8.802,88
47.496,37.135,26.904,25.086,24.934,23.526,15.608,7.5888,0.25635,16.94,20.045,20.117,20.117,20.045,16.941,0.3391,9.7596,88
47.448,37.109,26.9,25.086,24.934,23.526,15.609,7.5892,0.27605,16.918,20.018,20.09,20.09,20.018,16.918,0.36805,10.388,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
25,25,25,24.999,24.913,23.097,12.877,2.5251,22.475,22.475,22.475,22.475,22.475,22.395,18.925,0.12999,4.5314,88
46.204,36.438,26.795,25.081,24.914,23.097,12.877,2.5251,0.12999,18.398,21.771,21.849,21.849,21.771,18.398,0.12999,9.0062,88
46.005,36.33,26.778,25.08,24.914,23.098,12.879,2.5284,0.34286,18.319,21.676,21.754,21.754,21.676,18.319,0.39589,9.4898,88
46.23,36.451,26.797,25.081,24.914,23.098,12.882,2.5337,0.50586,18.413,21.786,21.864,21.864,21.786,18.414,0.61949,10.744,88
46.235,36.454,26.798,25.081,24.914,23.098,12.88,2.5307,0.40002,18.413,21.787,21.865,21.865,21.787,18.414,0.50595,10.874,88
46.236,36.455,26.798,25.081,24.914,23.098,12.879,2.5292,0.33943,18.413,21.787,21.865,21.865,21.787,18.413,0.43818,10.801,88
46.326,36.504,26.805,25.081,24.914,23.098,12.88,2.5306,0.38311,18.45,21.831,21.91,21.91,21.831,18.451,0.50158,11.82,88
46.373,36.529,26.809,25.081,24.914,23.098,12.88,2.5303,0.36992,18.469,21.854,21.932,21.932,21.854,18.47,0.48932,12.133,88
46.339,36.511,26.807,25.081,24.914,23.098,12.879,2.5299,0.35429,18.455,21.837,21.916,21.916,21.837,18.456,0.47236,12.309,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
16.326,20.321,24.266,24.966,25,25,25,25,0.14195,7.3054,8.6442,8.6753,8.6753,8.6753,8.6753,8.6753,3.5794,88
16.325,20.321,24.266,24.966,24.942,23.738,16.962,10.098,0.14196,10.268,12.15,12.194,12.194,12.15,10.268,0.14196,7.8397,88
16.325,11.778,7.7757,5.007,3.9261,4.6331,6.8651,10.097,0.0050699,0.77841,0.6957,0.0050699,0.85601,1.3636,1.1296,0.0050699,11.143,88
16.325,45.565,25,5.007,25,25,25,10.097,0.0050695,0.0050695,16.733,0.0050695,16.733,16.733,16.733,0.0050695,16.945,88
16.328,45.343,25,5.0138,25,25,25,10.102,0.43605,0.37765,16.667,0.43605,16.667,16.667,16.667,0.43605,17.518,88
16.326,45.35,25,5.0104,25,25,25,10.099,0.3086,0.25198,16.668,0.3086,16.668,16.668,16.668,0.3086,17.272,88
16.326,45.305,25,5.0099,25,25,25,10.099,0.28301,0.22375,16.654,0.28301,16.654,16.654,16.654,0.28301,17.05,88
16.327,45.387,25,5.0116,25,25,25,10.1,0.35596,0.27574,16.68,0.35596,16.68,16.68,16.68,0.35596,17.895,88
16.326,45.415,25,5.011,25,25,25,10.1,0.33271,0.25412,16.688,0.33271,16.688,16.688,16.688,0.33271,17.69,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
35.781,30.816,25.913,25.042,25.001,25,25,25,0.14244,9.0796,10.744,10.782,10.782,10.782,10.782,10.782,3.7969,88
35.784,40.603,42.929,42.062,38.715,34.414,30.555,27.83,0.1424,0.1424,2.3068,5.8287,9.1997,11.543,12.764,13.24,6.991,88
35.782,40.605,26.748,21.534,24.195,24.956,24.999,25,0.030435,0.030435,0.030435,7.981,10.118,10.181,10.182,10.182,10.808,88
35.782,40.87,26.762,21.569,24.24,24.961,24.999,25,0.55888,0.48415,0.55888,8.182,10.27,10.327,10.327,10.327,11.703,88
35.782,40.884,26.755,21.565,24.241,24.961,24.999,25,0.39565,0.32311,0.39565,8.1806,10.27,10.327,10.327,10.327,11.706,88
35.782,40.81,26.754,21.558,24.23,24.96,24.999,25,0.38634,0.3055,0.38634,8.13,10.231,10.289,10.289,10.289,11.909,88
35.782,40.856,26.754,21.562,24.237,24.961,24.999,25,0.36284,0.28112,0.36284,8.1597,10.254,10.311,10.312,10.312,11.9,88
35.782,40.859,26.752,21.561,24.237,24.961,24.999,25,0.3247,0.24804,0.3247,8.1605,10.254,10.312,10.312,10.312,11.495,88
35.782,40.885,26.752,21.563,24.241,24.961,24.999,25,0.31138,0.23542,0.31138,8.1775,10.268,10.325,10.325,10.325,11.273,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
30.264,34.759,30.264,25.826,25.038,25.001,25,25,8.2186,0.13955,8.2186,9.7248,9.7598,9.7598,9.7598,9.7598,3.6972,88
30.332,34.885,30.332,25.837,25.038,25.001,25,25,8.3267,0.21997,8.3267,9.8522,9.8876,9.8877,9.8877,9.8877,3.7587,88
30.331,34.883,30.331,25.837,25.038,25.001,25,25,8.3231,0.14681,8.3231,9.8484,9.8838,9.8839,9.8839,9.8839,2.9721,88
28.532,34.882,32.36,26.986,25.208,25.009,25,25,0.17978,0.1468,5.2592,7.279,7.4209,7.4225,7.4225,7.4225,5.8523,88
28.53,34.882,16.425,25,25,25,25,25,0.17979,0.14681,0.17979,7.8259,7.8259,7.8259,7.8259,7.8259,9.6914,88
28.526,34.744,16.434,25,25,25,25,25,0.41233,0.32608,0.41233,7.7715,7.7715,7.7715,7.7715,7.7715,11.661,88
28.526,34.822,16.436,25,25,25,25,25,0.43456,0.33673,0.43456,7.8049,7.8049,7.8049,7.8049,7.8049,12.182,88
28.527,34.827,16.433,25,25,25,25,25,0.38895,0.29715,0.38895,7.8059,7.8059,7.8059,7.8059,7.8059,11.959,88
28.527,34.848,16.432,25,25,25,25,25,0.36337,0.27475,0.36337,7.8143,7.8143,7.8143,7.8143,7.8143,11.759,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
21.366,18.262,21.366,24.43,24.974,25,25,25,5.6751,0.14078,5.6751,6.7149,6.739,6.7391,6.7391,6.7391,3.3269,88
34.719,18.262,25,25,25,25,25,25,0.14084,0.14084,8.3635,8.3635,8.3635,8.3635,8.3635,8.3635,7.0856,88
34.72,18.261,25,25,25,25,25,7.7099,0.14085,0.14085,12.095,12.095,12.095,12.095,12.095,0.14085,11.735,88
34.813,18.262,25,25,25,25,25,7.7108,0.16231,0.18742,12.12,12.12,12.12,12.12,12.12,0.18742,11.486,88
34.771,18.262,25,25,25,25,25,7.7105,0.1379,0.16889,12.109,12.109,12.109,12.109,12.109,0.16889,10.876,88
34.744,18.262,25,25,25,25,25,7.7102,0.12492,0.15801,12.102,12.102,12.102,12.102,12.102,0.15801,10.112,88
34.69,18.262,25,25,25,25,25,7.7115,0.16773,0.21653,12.087,12.087,12.087,12.087,12.087,0.21653,10.708,88
34.68,18.262,25,25,25,25,25,7.7111,0.15064,0.19723,12.085,12.085,12.085,12.085,12.085,0.19723,9.8734,88
34.736,18.263,25,25,25,25,25,7.7133,0.20945,0.27706,12.1,12.1,12.1,12.1,12.1,0.27706,11.443,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
5.1062,14.269,23.316,24.923,24.999,25,25,25,0.1423,16.752,19.823,19.894,19.894,19.894,19.894,19.894,4.4094,88
5.1064,14.269,23.316,24.924,25.052,26.159,32.382,38.685,0.1423,14.378,17.013,17.074,17.074,17.013,14.378,0.1423,8.513,88
5.1058,14.269,23.316,24.924,25.052,26.161,32.395,38.709,0.046863,14.385,17.022,17.084,17.084,17.022,14.385,0.040585,6.8725,88
5.1068,14.269,23.316,24.924,25.052,26.154,32.355,38.635,0.18198,14.361,16.993,17.054,17.054,16.993,14.361,0.14859,7.797,88
5.1068,14.269,23.316,24.924,25.052,26.157,32.374,38.67,0.17812,14.373,17.007,17.068,17.068,17.007,14.373,0.14082,7.2467,88
5.1068,14.269,23.316,24.924,25.052,26.16,32.39,38.7,0.18132,14.383,17.019,17.08,17.08,17.019,14.383,0.14045,6.778,88
5.1073,14.27,23.316,24.924,25.052,26.163,32.413,38.743,0.22007,14.398,17.036,17.098,17.098,17.036,14.397,0.16808,7.2044,88
5.1071,14.27,23.316,24.924,25.052,26.164,32.42,38.755,0.20573,14.402,17.041,17.102,17.102,17.041,14.401,0.15552,6.4364,88
5.107,14.27,23.316,24.924,25.052,26.165,32.424,38.764,0.19357,14.404,17.045,17.106,17.106,17.045,14.404,0.14518,5.5683,88
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,88
25,25,25,25,25.033,25.716,29.562,33.458,8.4593,8.4593,8.4593,8.4593,8.4592,8.4289,7.1235,0.14198,3.5542,88
25,25,25,25,25.033,25.719,29.58,33.49,8.4904,8.4904,8.4904,8.4904,8.4904,8.4599,7.1494,0.053826,2.1987,88
25,25,25,25,25.033,25.715,29.558,33.45,8.4507,8.4507,8.4507,8.4507,8.4507,8.4204,7.116,0.087424,1.7787,88
25,25,25,25,25.033,25.714,29.551,33.437,8.4377,8.4377,8.4377,8.4377,8.4376,8.4074,7.105,0.075003,0.39621,88
25,25,25,25,25.032,25.708,29.514,33.368,8.3702,8.3702,8.3702,8.3702,8.3701,8.3402,7.0487,0.17961,2.7914,88
