mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
24.837,24.674,24.511,24.348,24.185,24.022,23.859,23.696,16.287,16.347,16.445,16.582,16.757,16.967,17.213,17.492,29.512,108
24.978,24.956,24.934,24.912,24.89,24.868,24.846,24.824,16.751,16.808,16.904,17.037,17.207,17.412,17.651,17.923,33.932,108
25.105,25.21,25.314,25.419,25.524,25.629,25.734,25.839,17.001,17.058,17.151,17.281,17.446,17.647,17.881,18.147,38.309,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.334,25.667,26.001,26.335,26.669,27.002,27.336,27.67,8.5257,8.6806,8.9329,9.2745,9.6961,10.188,10.74,11.343,3.6149,108
25.338,25.676,26.013,26.351,26.689,27.027,27.365,27.702,6.6047,6.7304,6.9348,7.2114,7.552,7.9486,8.3931,8.8784,6.728,108
25.437,25.874,26.311,26.748,27.185,27.622,28.059,28.496,9.1666,9.2783,9.4615,9.7123,10.025,10.395,10.816,11.283,11.018,108
24.904,24.809,24.713,24.617,24.522,24.426,24.331,24.235,10.161,10.24,10.372,10.553,10.781,11.054,11.368,11.72,15.021,108
25.046,25.092,25.139,25.185,25.231,25.277,25.324,25.37,11.111,11.188,11.316,11.492,11.715,11.981,12.289,12.635,19.188,108
25.174,25.347,25.521,25.694,25.868,26.041,26.215,26.388,10.748,10.822,10.945,11.115,11.329,11.586,11.882,12.215,22.843,108
25.244,25.489,25.733,25.978,26.222,26.467,26.711,26.955,9.9927,10.062,10.176,10.333,10.532,10.771,11.046,11.355,26.177,108
25.353,25.706,26.059,26.412,26.765,27.118,27.471,27.824,10.504,10.572,10.685,10.84,11.037,11.272,11.545,11.851,30.319,108
25.472,25.944,26.416,26.888,27.359,27.831,28.303,28.775,10.241,10.307,10.414,10.564,10.753,10.979,11.241,11.535,33.926,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
24.858,24.716,24.573,24.431,24.289,24.147,24.004,23.862,13.954,14.059,14.233,14.471,14.773,15.133,15.548,16.014,4.0624,108
24.83,24.661,24.491,24.322,24.152,23.983,23.813,23.644,16.541,16.629,16.776,16.98,17.238,17.549,17.909,18.316,8.4604,108
25.022,25.044,25.066,25.088,25.11,25.132,25.155,25.177,14.952,15.037,15.176,15.37,15.615,15.91,16.251,16.637,12.373,108
25.225,25.451,25.676,25.901,26.127,26.352,26.577,26.803,13.673,13.75,13.878,14.055,14.28,14.55,14.863,15.215,16.182,108
25.304,25.609,25.913,26.218,26.522,26.826,27.131,27.435,12.261,12.334,12.454,12.62,12.83,13.083,13.375,13.705,19.721,108
25.619,26.238,26.857,27.475,28.094,28.713,29.332,29.951,11.975,12.036,12.136,12.276,12.453,12.666,12.913,13.192,23.696,108
25.868,26.736,27.604,28.472,29.34,30.208,31.076,31.944,11.386,11.437,11.523,11.642,11.792,11.974,12.185,12.424,27.489,108
26.066,27.132,28.199,29.265,30.331,31.397,32.463,33.529,10.733,10.777,10.85,10.952,11.081,11.236,11.418,11.623,31.13,108
26.219,27.439,28.658,29.878,31.097,32.317,33.536,34.756,10.109,10.146,10.209,10.296,10.407,10.541,10.697,10.874,34.634,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.529,26.059,26.588,27.117,27.647,28.176,28.705,29.235,11.251,11.347,11.504,11.721,11.994,12.32,12.694,13.112,4.001,108
27.014,29.028,31.042,33.057,35.071,37.085,39.099,41.113,1.7416,1.7637,1.8001,1.8498,1.9118,1.985,2.0682,2.1601,7.3065,108
27.1,29.199,31.299,33.398,35.498,37.598,39.697,41.797,1.3716,1.383,1.4018,1.4276,1.4602,1.4991,1.5438,1.5938,9.1859,108
26.933,28.866,30.799,32.732,34.665,36.598,38.531,40.464,2.6431,2.661,2.6905,2.7313,2.7829,2.8447,2.9161,2.9963,12.665,108
27.007,29.013,31.02,33.026,35.033,37.039,39.046,41.053,2.4093,2.422,2.443,2.4721,2.5091,2.5535,2.6051,2.6633,14.951,108
27.048,29.096,31.144,33.192,35.24,37.288,39.336,41.384,2.203,2.2125,2.2282,2.2501,2.2779,2.3114,2.3505,2.3947,16.983,108
27.08,29.161,31.241,33.322,35.402,37.482,39.563,41.643,2.0635,2.0711,2.0835,2.1009,2.123,2.1497,2.1809,2.2163,18.948,108
27.101,29.202,31.302,33.403,35.504,37.605,39.706,41.807,1.9344,1.9405,1.9507,1.9648,1.9828,2.0046,2.03,2.059,20.753,108
27.116,29.231,31.347,33.463,35.579,37.694,39.81,41.926,1.8257,1.8308,1.8392,1.851,1.866,1.8842,1.9055,1.9297,22.462,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
24.595,24.191,23.786,23.382,22.977,22.573,22.168,21.764,18.11,18.179,18.294,18.453,18.656,18.901,19.187,19.511,4.4035,108
24.562,24.124,23.686,23.248,22.81,22.372,21.934,21.496,15.495,15.57,15.695,15.867,16.087,16.351,16.657,17.004,8.426,108
24.26,23.52,22.78,22.041,21.301,20.561,19.821,19.081,12.266,12.338,12.457,12.622,12.831,13.081,13.372,13.699,12.104,108
24.088,23.176,22.264,21.352,20.44,19.528,18.616,17.704,10.149,10.215,10.323,10.472,10.66,10.886,11.148,11.442,15.481,108
24.212,23.423,22.635,21.847,21.058,20.27,19.482,18.693,10.227,10.29,10.394,10.538,10.72,10.939,11.191,11.476,19.157,108
24.238,23.477,22.715,21.953,21.192,20.43,19.668,18.907,9.516,9.574,9.67,9.8028,9.9709,10.173,10.406,10.669,22.492,108
24.092,23.185,22.277,21.37,20.462,19.555,18.647,17.739,8.7786,8.8276,8.9088,9.0211,9.1635,9.3347,9.533,9.7568,25.804,108
24.204,23.407,22.611,21.815,21.018,20.222,19.425,18.629,8.9569,9.0048,9.084,9.1938,9.333,9.5004,9.6945,9.9137,29.462,108
24.34,23.68,23.021,22.361,21.701,21.041,20.382,19.722,10.532,10.583,10.666,10.783,10.93,11.108,11.314,11.548,34.358,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.054,25.107,25.161,25.214,25.268,25.321,25.375,25.428,18.689,18.769,18.901,19.085,19.319,19.6,19.928,20.3,4.3469,108
25.107,25.213,25.32,25.426,25.533,25.64,25.746,25.853,18.759,18.838,18.97,19.152,19.385,19.665,19.991,20.36,8.7041,108
25.16,25.321,25.481,25.642,25.802,25.963,26.123,26.284,18.693,18.773,18.904,19.087,19.319,19.6,19.926,20.295,13.05,108
25.215,25.429,25.644,25.859,26.074,26.288,26.503,26.718,18.626,18.706,18.837,19.02,19.253,19.533,19.859,20.229,17.391,108
25.27,25.54,25.81,26.08,26.35,26.62,26.89,27.16,18.518,18.597,18.729,18.913,19.146,19.427,19.754,20.125,21.718,108
25.324,25.649,25.973,26.297,26.621,26.946,27.27,27.594,18.502,18.582,18.714,18.897,19.129,19.41,19.736,20.106,26.065,108
25.38,25.759,26.139,26.519,26.899,27.278,27.658,28.038,18.434,18.513,18.645,18.828,19.061,19.341,19.668,20.038,30.394,108
25.434,25.868,26.303,26.737,27.171,27.605,28.04,28.474,18.423,18.502,18.634,18.816,19.048,19.328,19.654,20.023,34.743,108
25.49,25.981,26.471,26.961,27.451,27.942,28.432,28.922,18.357,18.436,18.568,18.751,18.983,19.263,19.589,19.958,39.068,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.122,25.244,25.366,25.488,25.61,25.731,25.853,25.975,16.313,16.403,16.553,16.76,17.022,17.338,17.703,18.116,4.2165,108
25.249,25.499,25.748,25.998,26.247,26.497,26.746,26.996,15.941,16.032,16.182,16.39,16.654,16.972,17.339,17.753,8.4032,108
25.456,25.912,26.368,26.824,27.28,27.736,28.192,28.648,13.069,13.169,13.335,13.563,13.85,14.194,14.59,15.033,12.068,108
25.579,26.158,26.737,27.316,27.895,28.474,29.053,29.632,13.491,13.587,13.746,13.965,14.241,14.572,14.953,15.381,16.247,108
25.708,26.416,27.124,27.832,28.54,29.248,29.956,30.664,13.653,13.746,13.901,14.114,14.383,14.706,15.078,15.496,20.41,108
25.846,26.691,27.537,28.382,29.228,30.073,30.919,31.764,13.622,13.714,13.866,14.075,14.34,14.658,15.024,15.437,24.535,108
25.988,26.976,27.964,28.952,29.941,30.929,31.917,32.905,13.52,13.61,13.76,13.967,14.229,14.542,14.904,15.311,28.643,108
26.139,27.279,28.418,29.558,30.697,31.837,32.976,34.116,13.325,13.415,13.563,13.768,14.028,14.338,14.697,15.1,32.711,108
26.288,27.576,28.864,30.152,31.44,32.728,34.016,35.304,13.2,13.288,13.435,13.638,13.894,14.2,14.554,14.953,36.815,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.613,26.226,26.839,27.452,28.065,28.678,29.291,29.904,9.0556,9.1584,9.3272,9.5586,9.848,10.191,10.581,11.015,3.8542,108
26.288,27.576,28.863,30.151,31.439,32.727,34.015,35.302,2.6535,2.696,2.7653,2.8596,2.9764,3.1132,3.2675,3.437,6.4361,108
26.031,27.063,28.094,29.125,30.157,31.188,32.219,33.25,3.7105,3.7549,3.8277,3.9274,4.052,4.1992,4.3668,4.5526,9.3669,108
25.653,26.307,26.96,27.614,28.267,28.921,29.574,30.228,6.5684,6.6286,6.7277,6.8641,7.0357,7.2398,7.4738,7.735,13.703,108
25.537,26.073,26.61,27.146,27.683,28.219,28.756,29.293,6.4136,6.4678,6.557,6.68,6.8349,7.0195,7.2316,7.4689,16.862,108
25.349,25.698,26.047,26.396,26.745,27.093,27.442,27.791,8.0298,8.0886,8.1856,8.3195,8.4886,8.6909,8.9239,9.1855,21.293,108
25.231,25.463,25.694,25.925,26.156,26.388,26.619,26.85,9.8421,9.9041,10.007,10.148,10.328,10.543,10.791,11.071,26.104,108
25.591,26.182,26.773,27.364,27.955,28.546,29.137,29.728,10.066,10.116,10.197,10.31,10.454,10.627,10.827,11.054,30.205,108
25.835,26.67,27.506,28.341,29.176,30.011,30.847,31.682,9.8684,9.9088,9.9757,10.069,10.187,10.329,10.495,10.684,34.006,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.39,25.779,26.169,26.558,26.948,27.338,27.727,28.117,18.932,18.999,19.111,19.265,19.463,19.701,19.979,20.295,4.441,108
26.053,27.106,28.159,29.213,30.266,31.319,32.372,33.425,13.563,13.628,13.735,13.885,14.074,14.303,14.568,14.868,8.6631,108
27.558,30.116,32.674,35.232,37.79,40.348,42.906,45.464,0.064325,0.064823,0.065645,0.066778,0.068208,0.069915,0.071881,0.074084,4.1646,108
27.544,30.088,32.632,35.177,37.721,40.265,42.809,45.353,0.22232,0.22361,0.22575,0.22871,0.23246,0.23697,0.24218,0.24807,6.6681,108
27.532,30.064,32.597,35.129,37.661,40.193,42.726,45.258,0.28536,0.28669,0.28889,0.29195,0.29583,0.30051,0.30594,0.3121,7.6629,108
27.535,30.07,32.604,35.139,37.674,40.209,42.744,45.279,0.25939,0.2604,0.26208,0.2644,0.26736,0.27093,0.27509,0.27981,7.4482,108
27.54,30.079,32.619,35.158,37.698,40.237,42.777,45.316,0.25649,0.25734,0.25876,0.26074,0.26325,0.2663,0.26985,0.27389,7.539,108
27.532,30.065,32.597,35.13,37.662,40.194,42.727,45.259,0.2867,0.28754,0.28893,0.29086,0.29333,0.29632,0.29981,0.30379,8.4254,108
27.536,30.073,32.609,35.146,37.682,40.219,42.755,45.292,0.28482,0.28556,0.28679,0.2885,0.29069,0.29333,0.29643,0.29997,8.6114,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
24.947,24.894,24.841,24.788,24.735,24.682,24.629,24.576,18.872,18.952,19.083,19.265,19.496,19.775,20.101,20.469,4.3566,108
24.887,24.773,24.66,24.547,24.434,24.32,24.207,24.094,13.594,13.694,13.86,14.09,14.379,14.725,15.124,15.571,8.0604,108
25.014,25.027,25.041,25.055,25.069,25.082,25.096,25.11,11.79,11.887,12.048,12.268,12.547,12.878,13.26,13.687,11.667,108
25.318,25.637,25.955,26.274,26.592,26.91,27.229,27.547,11.278,11.36,11.496,11.683,11.919,12.201,12.526,12.891,15.458,108
25.712,26.423,27.135,27.846,28.558,29.269,29.981,30.693,11.291,11.357,11.466,11.618,11.81,12.041,12.308,12.609,19.555,108
26.019,27.037,28.056,29.074,30.093,31.112,32.13,33.149,10.674,10.729,10.82,10.946,11.106,11.299,11.522,11.775,23.393,108
26.271,27.542,28.813,30.084,31.355,32.625,33.896,35.167,9.9874,10.033,10.109,10.215,10.349,10.511,10.699,10.911,27.083,108
26.469,27.939,29.408,30.878,32.347,33.816,35.286,36.755,9.3318,9.3704,9.4344,9.5233,9.6363,9.7727,9.9315,10.112,30.62,108
26.617,28.234,29.85,31.467,33.084,34.701,36.317,37.934,8.7343,8.767,8.8212,8.8965,8.9924,9.1083,9.2434,9.3968,33.995,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
24.417,23.834,23.251,22.668,22.085,21.502,20.919,20.336,9.789,9.8896,10.055,10.282,10.567,10.905,11.292,11.722,3.9044,108
23.138,21.277,19.415,17.554,15.692,13.831,11.969,10.107,2.47,2.5007,2.551,2.6198,2.7057,2.8071,2.9224,3.05,7.3858,108
23.693,22.386,21.079,19.772,18.465,17.157,15.85,14.543,6.0658,6.1174,6.2025,6.3196,6.4671,6.6429,6.8449,7.0708,10.897,108
23.667,22.335,21.002,19.67,18.337,17.005,15.672,14.34,5.1046,5.1426,5.2052,5.2917,5.4009,5.5314,5.6817,5.8504,13.66,108
23.938,22.876,21.814,20.752,19.69,18.628,17.566,16.504,6.6845,6.7269,6.7971,6.8941,7.0169,7.164,7.3342,7.5257,17.573,108
24.176,23.352,22.527,21.703,20.879,20.055,19.23,18.406,8.3084,8.3546,8.4311,8.5371,8.6714,8.8328,9.0198,9.2309,21.854,108
24.375,23.75,23.126,22.501,21.876,21.251,20.626,20.001,10.152,10.201,10.284,10.397,10.542,10.716,10.917,11.146,26.553,108
24.511,24.022,23.534,23.045,22.556,22.067,21.579,21.09,12.111,12.162,12.248,12.367,12.518,12.7,12.912,13.152,31.558,108
24.604,24.209,23.813,23.418,23.022,22.626,22.231,21.835,13.353,13.405,13.491,13.611,13.764,13.949,14.163,14.407,36.278,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.049,25.097,25.146,25.194,25.243,25.291,25.34,25.388,20.595,20.667,20.788,20.955,21.168,21.426,21.726,22.068,4.444,108
25.098,25.197,25.295,25.393,25.491,25.59,25.688,25.786,20.345,20.418,20.54,20.709,20.924,21.184,21.487,21.831,8.866,108
25.148,25.296,25.444,25.592,25.741,25.889,26.037,26.185,20.255,20.328,20.45,20.619,20.835,21.095,21.399,21.744,13.289,108
25.198,25.396,25.594,25.792,25.99,26.188,26.386,26.584,20.206,20.28,20.401,20.57,20.786,21.046,21.35,21.695,17.714,108
25.247,25.494,25.742,25.989,26.236,26.483,26.731,26.978,20.224,20.297,20.419,20.587,20.802,21.062,21.364,21.708,22.154,108
25.296,25.592,25.888,26.184,26.48,26.776,27.072,27.368,20.272,20.345,20.466,20.633,20.847,21.106,21.407,21.75,26.606,108
25.345,25.691,26.036,26.382,26.727,27.072,27.418,27.763,20.265,20.337,20.458,20.625,20.839,21.097,21.397,21.739,31.046,108
25.395,25.79,26.185,26.58,26.975,27.37,27.765,28.16,20.252,20.324,20.445,20.612,20.825,21.082,21.383,21.724,35.486,108
25.446,25.891,26.337,26.782,27.228,27.673,28.119,28.565,20.197,20.269,20.39,20.557,20.77,21.027,21.328,21.669,39.909,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.182,25.364,25.546,25.729,25.911,26.093,26.275,26.457,10.841,10.974,11.192,11.491,11.863,12.303,12.804,13.358,3.8151,108
25.027,25.054,25.08,25.107,25.134,25.161,25.188,25.214,8.98,9.1126,9.3294,9.6247,9.9916,10.422,10.91,11.446,7.2299,108
24.724,24.448,24.172,23.896,23.62,23.344,23.068,22.792,10.982,11.091,11.271,11.518,11.829,12.197,12.619,13.089,11.484,108
24.247,23.495,22.742,21.99,21.237,20.485,19.732,18.979,12.29,12.375,12.516,12.709,12.954,13.247,13.586,13.966,16.014,108
24.369,23.738,23.107,22.476,21.845,21.214,20.583,19.951,12.452,12.535,12.673,12.862,13.102,13.389,13.72,14.093,19.923,108
24.791,24.582,24.372,24.163,23.954,23.745,23.535,23.326,14.018,14.09,14.209,14.375,14.585,14.837,15.13,15.462,24.401,108
25.05,25.1,25.15,25.2,25.251,25.301,25.351,25.401,14.383,14.449,14.558,14.71,14.902,15.135,15.405,15.71,28.63,108
25.269,25.537,25.806,26.075,26.343,26.612,26.881,27.149,14.416,14.478,14.579,14.72,14.899,15.116,15.367,15.653,32.782,108
25.46,25.92,26.38,26.84,27.3,27.76,28.22,28.68,14.226,14.283,14.378,14.51,14.678,14.88,15.116,15.384,36.836,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.938,26.875,27.813,28.75,29.688,30.625,31.563,32.5,0.00076127,0.00080399,0.00087055,0.00095597,0.0010557,0.0011661,0.0012843,0.0014085,2.9679,108
26.303,27.606,28.908,30.211,31.514,32.817,34.119,35.422,5.0141,5.0792,5.1857,5.3313,5.5129,5.727,5.9701,6.2389,7.2715,108
26.521,28.042,29.563,31.084,32.605,34.126,35.647,37.168,3.1604,3.1951,3.252,3.3302,3.4281,3.544,3.6763,3.8233,9.6966,108
26.718,28.436,30.154,31.872,33.59,35.308,37.026,38.744,5.3702,5.4097,5.4747,5.5645,5.6778,5.8133,5.9695,6.1448,14.413,108
26.941,28.881,30.822,32.762,34.703,36.644,38.584,40.525,5.415,5.4469,5.4998,5.573,5.6658,5.7771,5.906,6.0512,18.049,108
26.407,27.814,29.221,30.628,32.035,33.443,34.85,36.257,10.576,10.623,10.701,10.809,10.947,11.113,11.305,11.524,23.863,108
26.45,27.9,29.35,30.801,32.251,33.701,35.151,36.601,9.7866,9.8318,9.9065,10.01,10.142,10.301,10.486,10.695,27.198,108
26.329,27.658,28.987,30.316,31.645,32.974,34.303,35.632,10.104,10.149,10.223,10.325,10.455,10.612,10.795,11.001,30.978,108
26.34,27.681,29.021,30.362,31.702,33.043,34.383,35.723,9.5157,9.556,9.6228,9.7156,9.8336,9.9759,10.142,10.329,34.241,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.973,26.947,27.92,28.893,29.866,30.84,31.813,32.786,0.0004275,0.00044014,0.00046043,0.00048743,0.00052008,0.0005574,0.0005985,0.00064268,3.3385,108
24.27,23.54,22.81,22.08,21.35,20.62,19.89,19.159,0.00042569,0.00043305,0.00044505,0.00046132,0.00048143,0.00050493,0.00053137,0.00056032,937080000,108
24.892,24.784,24.676,24.569,24.461,24.353,24.245,24.137,0.00042545,0.00043212,0.000443,0.00045781,0.00047617,0.00049769,0.00052198,0.00054868,1896600000,108
25.395,25.791,26.186,26.581,26.977,27.372,27.768,28.163,0.00042525,0.00043134,0.00044131,0.00045489,0.00047178,0.00049163,0.00051411,0.00053888,2657100000,108
25.825,26.65,27.475,28.3,29.124,29.949,30.774,31.599,0.00042509,0.0004307,0.00043988,0.00045243,0.00046806,0.00048649,0.0005074,0.00053052,3317300000,108
26.181,27.363,28.544,29.725,30.907,32.088,33.269,34.451,0.00042495,0.00043014,0.00043866,0.00045032,0.00046487,0.00048207,0.00050163,0.00052329,3851400000,108
26.492,27.985,29.477,30.969,32.461,33.954,35.446,36.938,0.00042483,0.00042967,0.00043761,0.00044849,0.00046211,0.00047823,0.0004966,0.00051699,4323100000,108
26.767,28.534,30.301,32.068,33.835,35.602,37.369,39.136,0.00042472,0.00042925,0.00043669,0.0004469,0.00045969,0.00047486,0.00049218,0.00051144,4746100000,108
26.993,28.985,30.978,32.971,34.964,36.956,38.949,40.942,0.00042463,0.00042889,0.00043588,0.00044549,0.00045755,0.00047188,0.00048826,0.00050651,5071300000,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
24.984,24.968,24.953,24.937,24.921,24.905,24.889,24.874,0.000032524,0.000035278,0.000039442,0.000044624,0.000050512,0.000056886,0.000063601,0.00007056,2.3054,108
27.063,29.126,31.189,33.251,35.314,37.377,39.44,41.503,0.000032177,0.000033983,0.000036796,0.000040407,0.000044622,0.000049287,0.000054285,0.000059533,96443000000,108
27.996,30.992,33.988,36.984,39.98,42.975,45.971,48.967,0.000032013,0.000033357,0.000035484,0.000038263,0.000041564,0.000045274,0.000049299,0.000053568,1.3774E+11,108
28.544,32.087,35.631,39.175,42.718,46.262,49.805,53.349,0.000031917,0.000032988,0.000034698,0.00003696,0.000039679,0.000042767,0.000046153,0.000049773,1.6222E+11,108
28.956,32.913,36.869,40.826,44.782,48.739,52.695,56.652,0.000031855,0.000032744,0.000034174,0.000036082,0.000038395,0.000041046,0.000043974,0.000047126,1.8348E+11,108
29.194,33.388,37.583,41.777,45.971,50.165,54.359,58.554,0.00003181,0.000032571,0.0000338,0.00003545,0.000037465,0.000039788,0.000042371,0.000045167,1.9349E+11,108
29.392,33.785,38.177,42.569,46.962,51.354,55.747,60.139,0.000031777,0.000032442,0.00003352,0.000034973,0.000036758,0.000038827,0.000041139,0.000043655,2.0284E+11,108
29.552,34.105,38.657,43.209,47.762,52.314,56.866,61.419,0.000031752,0.000032342,0.000033301,0.000034601,0.000036202,0.000038069,0.000040163,0.000042451,2.1074E+11,108
29.673,34.346,39.019,43.692,48.365,53.038,57.711,62.384,0.000031731,0.000032262,0.000033127,0.000034301,0.000035755,0.000037454,0.000039369,0.000041468,2.1639E+11,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.337,25.674,26.012,26.349,26.686,27.023,27.36,27.698,8.4283,8.5846,8.8389,9.1832,9.6077,10.102,10.657,11.264,3.6046,108
24.747,24.495,24.242,23.989,23.737,23.484,23.231,22.978,9.6403,9.7354,9.8919,10.107,10.377,10.697,11.064,11.473,7.4459,108
25.299,25.598,25.898,26.197,26.496,26.795,27.094,27.393,15.086,15.156,15.272,15.434,15.638,15.885,16.172,16.496,12.465,108
25.597,26.194,26.791,27.388,27.985,28.582,29.179,29.776,15.825,15.887,15.99,16.133,16.316,16.536,16.793,17.084,16.933,108
25.875,26.75,27.624,28.499,29.374,30.249,31.123,31.998,15.733,15.79,15.885,16.016,16.183,16.385,16.621,16.888,21.306,108
26.148,27.297,28.445,29.594,30.742,31.89,33.039,34.187,15.115,15.168,15.255,15.376,15.53,15.717,15.935,16.182,25.543,108
26.416,27.832,29.248,30.664,32.08,33.496,34.913,36.329,14.282,14.331,14.411,14.522,14.665,14.836,15.037,15.265,29.658,108
26.67,28.341,30.011,31.682,33.352,35.023,36.693,38.364,13.454,13.498,13.571,13.674,13.804,13.961,14.145,14.354,33.692,108
26.901,28.802,30.703,32.603,34.504,36.405,38.306,40.207,12.586,12.626,12.693,12.785,12.904,13.047,13.214,13.404,37.572,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.333,25.666,25.999,26.332,26.665,26.997,27.33,27.663,8.5498,8.7044,8.9562,9.2972,9.718,10.209,10.76,11.363,3.6175,108
24.811,24.622,24.433,24.244,24.055,23.866,23.677,23.488,13.432,13.53,13.691,13.913,14.194,14.531,14.918,15.353,8.0502,108
24.503,24.006,23.509,23.012,22.515,22.018,21.521,21.024,16.013,16.091,16.221,16.4,16.628,16.903,17.221,17.582,12.703,108
24.615,24.231,23.846,23.461,23.077,22.692,22.308,21.923,14.743,14.809,14.919,15.072,15.267,15.501,15.773,16.082,16.546,108
24.674,24.348,24.023,23.697,23.371,23.045,22.719,22.394,15.095,15.161,15.27,15.421,15.614,15.846,16.116,16.422,20.749,108
24.725,24.449,24.174,23.898,23.623,23.348,23.072,22.797,15.267,15.332,15.441,15.591,15.782,16.013,16.282,16.586,24.933,108
24.773,24.546,24.319,24.092,23.865,23.638,23.411,23.184,15.4,15.466,15.573,15.723,15.913,16.143,16.41,16.713,29.125,108
24.82,24.639,24.459,24.278,24.098,23.917,23.737,23.557,15.496,15.561,15.668,15.817,16.006,16.235,16.501,16.803,33.316,108
24.864,24.728,24.592,24.455,24.319,24.183,24.047,23.911,15.534,15.599,15.706,15.854,16.043,16.271,16.536,16.836,37.49,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.069,25.137,25.206,25.275,25.343,25.412,25.48,25.549,14.571,14.673,14.842,15.074,15.369,15.721,16.127,16.584,4.098,108
24.933,24.866,24.798,24.731,24.664,24.597,24.53,24.463,14.716,14.815,14.979,15.206,15.492,15.835,16.232,16.677,8.2136,108
24.473,23.945,23.418,22.89,22.363,21.835,21.308,20.78,15.898,15.975,16.103,16.281,16.507,16.78,17.096,17.453,12.698,108
24.303,23.607,22.91,22.214,21.517,20.821,20.124,19.428,13.428,13.508,13.641,13.824,14.056,14.335,14.658,15.021,16.324,108
24.09,23.18,22.27,21.36,20.45,19.54,18.63,17.72,11.904,11.985,12.118,12.301,12.534,12.812,13.133,13.494,19.925,108
24.242,23.484,22.727,21.969,21.211,20.453,19.695,18.938,12.866,12.944,13.073,13.252,13.479,13.751,14.066,14.42,24.15,108
24.341,23.682,23.023,22.363,21.704,21.045,20.386,19.727,13.382,13.459,13.586,13.762,13.985,14.253,14.563,14.913,28.325,108
24.419,23.838,23.258,22.677,22.096,21.515,20.935,20.354,13.711,13.787,13.913,14.086,14.307,14.572,14.879,15.225,32.48,108
24.487,23.974,23.461,22.948,22.436,21.923,21.41,20.897,13.937,14.012,14.137,14.309,14.527,14.79,15.094,15.438,36.625,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
25.501,26.003,26.504,27.005,27.506,28.008,28.509,29.01,1.9309,2.4443,3.1174,3.8677,4.6581,5.4712,6.2982,7.1343,2.1095,108
25.609,26.218,26.827,27.436,28.044,28.653,29.262,29.871,11.301,11.411,11.591,11.839,12.151,12.521,12.944,13.416,7.8747,108
26.038,27.075,28.113,29.15,30.188,31.225,32.263,33.3,11.327,11.421,11.576,11.79,12.06,12.381,12.751,13.164,12.094,108
28.591,32.183,35.774,39.366,42.957,46.549,50.14,53.732,0.99147,1.0104,1.0411,1.0826,1.1338,1.1934,1.2602,1.3331,13.758,108
28.609,32.217,35.826,39.434,43.043,46.651,50.26,53.868,0.8448,0.85705,0.87709,0.90439,0.93833,0.97821,1.0233,1.0731,14.726,108
28.617,32.234,35.851,39.469,43.086,46.703,50.32,53.937,0.75097,0.75975,0.77416,0.7939,0.81858,0.84776,0.88101,0.91787,15.526,108
28.623,32.247,35.87,39.494,43.117,46.741,50.364,53.987,0.68372,0.69041,0.70143,0.71656,0.73556,0.75814,0.78399,0.81279,16.208,108
